seller_code,seller_name,seller_trust,seller_safe_sales,seller_customs,seller_items,category_top,sell_method,seller_view,seller_like,seller_chat
3609560,타쿄눼,258.0,0,0,1,가전제품,직거래,13,0,0
3609625,heramhan,360.0,0,0,5,패션의류,"직거래,택배, 택배",27,0,0
3609808,논이12,724.0,9,0,1,노트북/PC,"직거래,택배",112,1,3
3609871,바람도리v,206.0,0,0,1,가전제품,직거래,7,0,0
3609874,자몽다잇,318.0,0,0,1,패션잡화,택배,104,1,1
3609876,iphoniemo,259.0,0,1,2,"노트북/PC, 패션잡화","직거래,택배",31,0,0
3610375,겟츄윗데뚜두,460.0,0,0,1,모바일/태블릿,"직거래,택배",149,2,5
3610413,돌포짱,329.0,0,0,1,노트북/PC,"직거래,택배",28,0,0
3610501,popyan,685.0,0,1,1,모바일/태블릿,"직거래,택배",49,0,0
3610666,eas,757.0,16,8,10,"노트북/PC, 모바일/태블릿","직거래,택배",194,0,2
3611155,향긋한깻잎,363.0,0,0,1,노트북/PC,택배,180,0,4
3611184,chasang111,326.0,0,2,93,모바일/태블릿,택배,408,2,5
3611467,닥터트리,422.0,2,0,2,패션잡화,택배,39,0,2
3611632,하요라이,355.0,1,0,1,패션잡화,택배,26,0,0
3612091,슬로우벗스테디,615.0,3,1,2,"패션잡화, 패션의류","직거래,택배",73,0,0
3612751,선장님은절거워,580.0,1,0,1,노트북/PC,"직거래,택배",30,0,0
3612824,dinnerjh,675.0,11,4,25,"노트북/PC, 가전제품","직거래,택배, 직거래",387,4,4
3613340,중고거래확실하게하자,605.0,0,0,1,패션잡화,"직거래,택배",43,0,1
3613397,칠리님,329.0,0,0,1,패션의류,"직거래,택배",16,0,0
3613782,가나다나가가나다,342.0,2,7,1,패션잡화,택배,30,0,0
3613814,라빡짱,403.0,0,0,1,노트북/PC,"직거래,택배",321,1,3
3614107,lalalalsks,739.0,1,0,1,노트북/PC,직거래,187,4,4
3614189,엔티크매니아,281.0,0,0,4,"가전제품, 패션의류","직거래,택배",27,1,0
3614212,starfacet,566.0,0,1,2,"노트북/PC, 가전제품","직거래,택배",139,1,2
3614317,우됴됴,574.0,1,0,1,가전제품,"직거래,택배,편의점픽업",20,0,0
3614366,사과나무한그루922,321.0,0,0,1,가전제품,직거래,61,4,2
3614525,태권소녀나무,464.0,1,0,4,"노트북/PC, 가전제품, 패션의류","직거래,택배",49,0,1
3614739,Nikonnnnnn,465.0,0,0,2,노트북/PC,"직거래,택배",83,0,0
3614787,제임스핫,427.0,0,1,1,가전제품,"직거래,택배",49,0,0
3615085,XIXIV,604.0,1,0,1,노트북/PC,"직거래,택배",167,1,0
3615104,모다그룹,710.0,7,1,1,노트북/PC,"직거래,택배",44,0,0
3615580,특수임무작전,629.0,3,2,2,패션잡화,"직거래,택배",139,1,0
3615680,고빌가즈아,434.0,2,0,1,가전제품,"직거래,택배",9,0,0
3615782,aaoaa,465.0,0,0,1,패션잡화,"직거래,택배",18,0,0
3616026,꾼고굼아,561.0,0,0,1,노트북/PC,"직거래,택배",12,0,0
3616045,묘해화,648.0,1,0,2,노트북/PC,"직거래,택배,편의점픽업",97,0,0
3616157,아리토리2,818.0,1,0,3,"노트북/PC, 모바일/태블릿, 가전제품","직거래,택배, 직거래",93,0,3
3616197,행복한우리집100,490.0,2,0,1,모바일/태블릿,"직거래,택배,편의점픽업",92,3,2
3616230,라로드로비,627.0,0,0,1,패션잡화,택배,65,1,1
3616555,jackson9,403.0,0,3,1,패션의류,택배,11,0,0
3618652,닭치고장사,411.0,0,0,1,노트북/PC,"직거래,택배",0,0,0
3618899,긂긂,704.0,0,1,3,패션의류,"직거래,택배, 택배",159,0,0
3619014,쁘니지,305.0,0,0,1,가전제품,직거래,10,0,0
3619166,연우ss,584.0,1,1,1,패션잡화,"직거래,택배",6,0,0
3619607,tg5454,453.0,0,0,1,가전제품,"직거래,택배",83,0,0
3619928,soulmate33,533.0,0,3,1,노트북/PC,"직거래,택배",37,0,0
3620213,킴핫세,254.0,0,0,1,가전제품,택배,66,0,0
3620251,오로라왕자님,707.0,14,2,3,"가전제품, 패션잡화","직거래, 택배",214,0,3
3620388,여름이3,404.0,1,1,1,노트북/PC,직거래,335,5,6
3620559,비옥한잎새길,393.0,1,0,21,패션의류,택배,108,0,2
3621124,케미스트리이,489.0,0,1,1,노트북/PC,"직거래,택배",1,0,0
3621280,내꿈은빌게이츠,777.0,2,0,1,노트북/PC,택배,38,0,1
3622174,ca2533,452.0,0,0,1,가전제품,직거래,55,1,0
3622284,러블리지누맘,595.0,1,0,1,가전제품,"직거래,택배",54,0,1
3622297,nemoking,584.0,1,0,1,노트북/PC,"직거래,택배",161,2,5
3622521,고민하면품절,815.0,20,38,4,노트북/PC,"직거래,택배",295,0,2
3622659,포코폰,229.0,0,0,2,노트북/PC,"택배, 직거래,택배",14,0,0
3623493,AsdaA99,269.0,0,0,1,노트북/PC,"직거래,택배",73,1,1
3623571,고니잉2,349.0,0,0,2,가전제품,택배,15,0,0
3623857,윤또뤼,686.0,1,1,1,모바일/태블릿,"직거래,택배",97,0,1
3624538,가나다공공,688.0,17,0,2,모바일/태블릿,택배,125,2,1
3624788,나나난나누,297.0,0,0,1,노트북/PC,택배,26,0,0
3624857,멜번고,424.0,1,1,2,패션의류,택배,21,0,0
3625071,욜사마님,209.0,0,0,1,가전제품,"직거래,택배",8,0,0
3625383,옷스타일,478.0,4,0,3,"가전제품, 패션잡화","직거래,택배, 택배",210,1,4
3625873,dlsrb8706,374.0,1,2,1,패션잡화,"직거래,택배",11,0,0
3626123,마라비M,262.0,0,0,1,패션잡화,택배,11,1,1
3626244,너무사랑해,558.0,0,0,1,패션의류,택배,10,0,0
3626265,송도꾸꾸,581.0,0,0,1,가전제품,"직거래,택배",40,0,0
3626966,삐삐이이잉,365.0,0,0,1,가전제품,"직거래,택배",107,1,0
3627348,막대그니,531.0,0,0,8,"패션잡화, 패션의류","택배, 직거래,택배",238,6,2
3627533,fineboll,513.0,3,1,1,가전제품,"직거래,택배",7,0,0
3627692,구르메구르미,554.0,1,0,3,"노트북/PC, 모바일/태블릿",직거래,241,0,3
3628087,몽실보이,478.0,0,0,1,노트북/PC,"직거래,택배",67,2,1
3628171,마술사친구,381.0,0,2,1,모바일/태블릿,"직거래,택배",13,0,0
3628283,이쿠이쿠이쿠,489.0,2,0,1,가전제품,"직거래,택배,편의점픽업",157,0,0
3628658,은빛하늘,821.0,4,5,6,패션잡화,택배,109,0,2
3629443,칸초칸초74,633.0,4,16,4,패션잡화,"직거래,택배",38,0,0
3629632,BogoO,497.0,2,1,2,노트북/PC,"직거래,택배",63,0,0
3629658,벨퀴소,265.0,0,0,1,패션의류,택배,6,0,0
3630396,쵸코잼,660.0,1,1,1,가전제품,택배,38,2,1
3630515,띨띨이73,682.0,4,1,3,가전제품,"직거래, 직거래,택배",112,2,1
3630895,양파덕후,549.0,5,0,2,모바일/태블릿,택배,11,0,0
3632122,소이밀크55,488.0,0,0,4,가전제품,직거래,55,1,2
3632327,생강홍차305,547.0,10,2,2,패션잡화,"직거래,택배",64,3,2
3632399,귀금속전문가,353.0,0,0,1,패션잡화,"직거래,택배",35,2,0
3632958,멘도장,406.0,2,0,1,가전제품,택배,70,0,0
3633166,바보입니당,601.0,2,0,1,패션의류,"직거래,택배",16,0,0
3633334,dhahn,459.0,1,0,2,노트북/PC,"직거래,택배",11,0,1
3634142,명똡,363.0,1,0,1,패션의류,택배,43,0,0
3634510,hjw9119,386.0,0,0,1,가전제품,"직거래,택배",60,0,0
3634732,니로11,579.0,25,1,1,노트북/PC,"직거래,택배",21,0,1
3634810,bukdu7sung,601.0,7,10,5,"패션잡화, 홈, 패션의류",택배,46,0,1
3635043,거래22,462.0,2,0,1,노트북/PC,"직거래,택배",244,3,3
3635754,마붕이입니다,590.0,0,2,8,노트북/PC,"직거래,택배",573,2,5
3637303,웬비,435.0,0,0,1,노트북/PC,택배,231,0,0
3637641,rosemam,478.0,0,0,2,가전제품,직거래,61,0,0
3637695,v해피해피v,340.0,0,0,1,패션잡화,택배,4,0,0
3637758,빈티지마마79,626.0,22,118,24,"패션잡화, 패션의류",택배,453,0,1
3637925,꿈꾸꾸미,422.0,1,1,1,가전제품,택배,20,0,0
3638052,퀴드마켙,959.0,40,3,1,노트북/PC,"직거래,택배",54,2,1
3638061,모모시,582.0,2,6,2,패션잡화,택배,87,1,5
3638311,minsaja,299.0,0,0,1,노트북/PC,"직거래,택배",1,0,0
3638939,콩이야밍,707.0,14,41,2,패션잡화,"직거래,택배",76,0,0
3638952,치킨차칸초코,426.0,0,0,1,가전제품,"직거래,택배",41,0,0
3638967,희니어,276.0,0,0,1,패션잡화,"직거래,택배,편의점픽업",24,0,0
3638976,김포주식회사,496.0,1,0,2,"노트북/PC, 패션잡화","직거래,택배",49,0,0
3640011,헤조,420.0,0,0,1,가전제품,"직거래,택배",79,0,1
3640877,v봄이아빠v,287.0,0,0,1,모바일/태블릿,"직거래,택배",12,0,0
3641035,야밍지니,704.0,8,1,2,노트북/PC,"직거래,택배",186,2,0
3641056,아쿠아아아아아,466.0,1,0,1,패션의류,"직거래,택배",27,0,0
3641302,무슈케이,703.0,5,0,1,패션잡화,"직거래,택배",45,1,0
3642366,닉네임뭐하지이ㅣ,424.0,0,0,2,패션의류,"직거래,택배",18,0,0
3642371,필릴리개굴개굴,516.0,2,0,1,노트북/PC,"직거래,택배",19,0,0
3642797,단조비,317.0,0,0,1,패션잡화,택배,3,0,0
3642867,속이깊은학습김,260.0,0,0,1,가전제품,직거래,34,0,0
3643130,다이아랄라,385.0,0,0,1,노트북/PC,"직거래,택배",10,0,0
3643403,이엠테크,898.0,20,1,2,노트북/PC,"직거래,택배",79,0,1
3643433,첨부터치트키,322.0,0,0,1,노트북/PC,직거래,168,2,5
3643689,투woo맘,410.0,0,0,3,패션잡화,택배,90,0,2
3643737,양양꽈이,564.0,0,0,1,노트북/PC,"직거래,택배",114,0,0
3643762,중고폰연구소,485.0,7,106,22,모바일/태블릿,"직거래,택배",332,3,11
3643886,soulbin,367.0,0,0,1,모바일/태블릿,직거래,18,1,0
3643951,rroossiiee,264.0,0,0,1,패션잡화,"직거래,택배",5,0,0
3644133,seunix,539.0,0,0,3,노트북/PC,"직거래,택배,편의점픽업",51,0,0
3644195,루앙12,359.0,0,0,1,노트북/PC,"직거래,택배",173,2,5
3644934,DripDrip,677.0,0,11,4,패션잡화,"직거래,택배",67,0,0
3644969,하늘이네가게에는,311.0,4,7,1,가전제품,택배,55,0,2
3645300,모두에게뿅,441.0,4,2,1,패션잡화,"직거래,택배,편의점픽업",39,0,1
3645468,율이래요,482.0,0,0,2,패션잡화,"직거래,택배",78,1,2
3645764,clappp,580.0,2,1,1,노트북/PC,"직거래,택배",19,1,0
3646006,제이니네집,798.0,13,8,4,패션의류,택배,29,0,0
3646741,피망큰,855.0,2,0,3,노트북/PC,택배,126,0,1
3646893,비목화랑,753.0,16,7,6,패션잡화,"직거래,택배,편의점픽업",175,0,2
3647011,고귀한해양자원,429.0,1,2,1,가전제품,택배,50,0,1
3647462,텔ㅈㄷ,529.0,0,0,1,가전제품,"직거래,택배",78,0,1
3647481,아무르1,318.0,1,0,1,노트북/PC,"직거래,택배",22,0,0
3647510,keine,597.0,1,0,1,패션의류,택배,6,0,0
3647759,이쁘니헿,577.0,2,2,10,"모바일/태블릿, 패션잡화, 패션의류","직거래,택배, 택배",142,0,2
3647809,자갈돌치,655.0,11,8,25,모바일/태블릿,"직거래,택배",1196,5,20
3647999,속초동해바다,622.0,3,2,1,패션잡화,"직거래,택배",68,0,0
3648063,XIVLOG,375.0,0,0,1,가전제품,직거래,7,0,0
3648274,playbebop,281.0,0,0,11,패션의류,"직거래,택배",28,0,0
3648495,산돌방구,358.0,0,0,5,"노트북/PC, 패션잡화, 패션의류","직거래,택배",194,4,6
3648644,원주똥꼬아빠,358.0,0,0,1,가전제품,"직거래,택배",18,0,0
3648797,신거북,671.0,2,0,1,노트북/PC,"직거래,택배",13,0,0
3649104,코자에버,236.0,0,0,1,모바일/태블릿,직거래,12,0,0
3649137,핑코미맘,498.0,3,0,12,"패션잡화, 패션의류","직거래,택배, 택배",148,0,1
3649161,scien90,351.0,1,0,1,가전제품,"직거래,택배",67,0,0
3649272,페로나77,323.0,0,1,1,노트북/PC,"직거래,택배",283,5,6
3649652,댕댕사랑해,391.0,0,0,1,패션의류,택배,10,0,0
3649848,lylaspace,680.0,0,0,2,패션잡화,"직거래,택배",67,2,1
3650524,구구규어녿,556.0,6,2,1,패션의류,택배,29,0,0
3650605,쭈니짱2,331.0,0,0,1,노트북/PC,"직거래,택배",96,0,1
3650635,순금골드바판매,528.0,0,4,5,패션잡화,직거래,566,2,4
3650698,Hortensia7,408.0,0,0,1,패션잡화,"직거래,택배",29,0,0
3651197,치유공간,604.0,0,0,28,"가전제품, 패션잡화, 패션의류",택배,458,1,4
3651356,mininezip2,525.0,0,0,1,모바일/태블릿,직거래,26,0,1
3651982,jnp6637,481.0,3,3,3,"모바일/태블릿, 가전제품","직거래,택배",226,2,4
3652040,Mullberry,385.0,0,0,2,"노트북/PC, 가전제품","택배, 직거래",65,0,0
3652053,g35566,259.0,0,0,1,노트북/PC,"직거래,택배",20,0,1
3653090,그림친구,411.0,2,0,1,노트북/PC,"직거래,택배",44,0,0
3653548,nmnj,357.0,0,0,1,패션잡화,"직거래,택배",71,1,1
3654361,몽몽이닷,497.0,0,0,3,"패션잡화, 패션의류",택배,34,0,0
3654658,쇼롱샤라,379.0,0,0,1,패션잡화,"직거래,택배",37,1,0
3654841,vxzz,475.0,4,0,1,노트북/PC,"직거래,택배",24,0,0
3655242,나는존갈리아노,380.0,0,0,1,패션의류,"직거래,택배",33,0,0
3655609,glsqlc,399.0,0,0,1,모바일/태블릿,"직거래,택배",40,0,1
3655722,안심모터,472.0,1,0,1,패션잡화,"직거래,택배",61,0,0
3655723,FlowerEJ,707.0,19,152,40,"패션잡화, 패션의류",택배,491,1,3
3656068,똥말이이,337.0,1,0,2,패션잡화,직거래,58,0,0
3656130,사하노라니,460.0,0,0,1,패션의류,택배,9,0,0
3656136,사랑이조아7,458.0,0,0,1,가전제품,"직거래,택배",40,1,0
3656251,comvine,684.0,5,0,1,모바일/태블릿,"직거래,택배",33,1,2
3656352,호갓님,451.0,2,0,2,패션잡화,택배,58,0,0
3656977,mioni,484.0,0,0,1,노트북/PC,"직거래,택배",3,0,0
3657029,황포돛대,344.0,0,1,1,패션잡화,택배,2,0,0
3657655,벼리다리토리,635.0,2,0,3,노트북/PC,"직거래,택배,편의점픽업",60,0,0
3657812,얼그레이아이스1,755.0,7,0,4,패션의류,"직거래,택배",107,1,2
3658068,네이버N2,411.0,0,0,1,노트북/PC,직거래,20,0,0
3658476,choiokqu,309.0,0,0,5,패션의류,택배,21,0,0
3658662,하남다올,556.0,2,1,1,노트북/PC,직거래,5,0,0
3659283,바다아쓰기,847.0,40,2,1,가전제품,"직거래,택배",26,0,0
3659484,비오면무릎아픔,472.0,0,0,1,패션잡화,"직거래,택배",34,0,0
3659632,매너있게고고씽,517.0,0,3,7,패션의류,택배,80,0,1
3659766,bombombear,229.0,0,0,1,가전제품,직거래,2,0,0
3659914,지환지건서원,354.0,0,0,2,노트북/PC,"직거래,택배",121,2,2
3660097,빵요하니,717.0,60,14,11,패션의류,택배,177,0,0
3660560,거리마다기쁨으로,529.0,0,0,1,가전제품,"직거래,택배",54,1,1
3660630,cps3585,730.0,6,2,1,노트북/PC,"직거래,택배",132,2,3
3660791,중나마스터,580.0,1,0,1,가전제품,"직거래,택배",58,0,0
3660900,ohayobaby,432.0,0,1,5,"패션잡화, 패션의류",택배,67,0,1
3661051,닉쿠나누,459.0,0,0,1,가전제품,"직거래,택배",42,1,0
3661079,무스너클만,472.0,0,0,1,패션의류,택배,12,0,0
3661456,윈윈거래바람,436.0,1,1,1,패션의류,"직거래,택배",17,0,0
3662181,친절한호호아줌마,505.0,0,2,3,패션의류,택배,73,0,0
3662303,평택김씨s,836.0,75,11,1,노트북/PC,택배,55,0,0
3662544,몽모미하하,408.0,0,2,2,노트북/PC,"직거래,택배, 직거래",305,5,5
3663166,취미미술,624.0,5,0,1,패션잡화,"직거래,택배",10,0,0
3663708,두더Zi,448.0,3,1,7,패션의류,"직거래,택배",96,0,0
3663886,카푸치노닷컴,439.0,1,0,2,가전제품,"직거래,택배",52,0,0
3664036,전부싸닼,603.0,1,2,12,"노트북/PC, 가전제품, 패션잡화, 패션의류",택배,172,0,0
3664565,seondeok,877.0,17,4,3,노트북/PC,직거래,107,0,1
3664945,언제나감사합니다,337.0,0,0,2,가전제품,"직거래,택배",15,0,0
3665908,르네루비,481.0,0,1,1,노트북/PC,"직거래,택배",17,0,0
3666434,rkgmjwa,306.0,0,1,4,패션잡화,택배,37,0,1
3666664,abim11,509.0,0,0,1,가전제품,직거래,26,0,1
3666785,홍성꽃태,756.0,2,1,5,패션잡화,"직거래,택배",668,1,14
3666904,xyz0921,455.0,0,0,1,노트북/PC,"직거래,택배",32,0,0
3666939,쇼핑하는제이,334.0,0,0,1,노트북/PC,"직거래,택배",14,0,0
3667103,멜번밍키,609.0,1,0,1,모바일/태블릿,"직거래,택배",41,0,0
3667318,완기고,501.0,1,1,1,가전제품,택배,10,0,0
3667475,맛좋은비빔밥,771.0,6,0,2,"가전제품, 패션의류","직거래,택배",86,2,0
3667952,sjej2726,578.0,1,1,4,노트북/PC,택배,775,4,11
3667986,노기장,735.0,6,0,2,노트북/PC,"직거래,택배",63,0,1
3668150,hj484,374.0,0,0,1,패션잡화,택배,63,1,1
3668187,비비안0912,372.0,0,0,4,가전제품,"직거래,택배, 택배",81,2,5
3668217,대전직거래만요,593.0,0,0,1,노트북/PC,직거래,31,0,0
3668369,희유니이,396.0,0,0,1,패션잡화,택배,4,0,0
3669036,프갤라미,471.0,0,0,1,패션잡화,택배,5,0,0
3669199,떨잇,334.0,0,2,2,노트북/PC,직거래,32,0,0
3669478,깜비짱,746.0,41,45,25,패션의류,택배,189,0,1
3669654,CrackJohn,454.0,0,0,1,모바일/태블릿,"직거래,택배",59,1,2
3669662,하루하루또하루하루,570.0,0,5,1,가전제품,직거래,80,0,0
3669926,초코쿠키크림,590.0,2,7,1,패션의류,택배,22,0,0
3669999,찬우입니다,407.0,0,0,1,패션의류,택배,61,0,1
3670111,2뚜나,496.0,0,0,10,"가전제품, 패션잡화, 패션의류",택배,254,0,0
3670195,수성5343,549.0,8,21,11,가전제품,택배,654,0,2
3670279,땡이에요,314.0,0,0,1,패션잡화,"직거래,택배",1,0,0
3670472,존박사는섬쳐밀도,427.0,1,0,1,노트북/PC,"직거래,택배",132,1,4
3670805,우리모두야,396.0,1,0,1,노트북/PC,"직거래,택배",20,0,0
3670832,스트로베베리,239.0,0,0,1,패션잡화,"직거래,택배",20,0,1
3671327,슈테른릿터,792.0,0,0,2,모바일/태블릿,"직거래,택배",214,2,6
3671409,왕권삼신,468.0,3,0,1,가전제품,"직거래,택배",45,0,1
3671557,울프릭,256.0,0,0,1,가전제품,택배,16,0,0
3671613,루시이모,456.0,1,0,1,가전제품,"직거래,택배,편의점픽업",13,0,0
3672022,흐힛흐힛ㅇ,239.0,0,0,1,모바일/태블릿,"직거래,택배",9,0,0
3672088,토리밤92,589.0,0,1,1,모바일/태블릿,"직거래,택배",15,0,0
3672214,판돌쓰,532.0,2,1,1,패션의류,"직거래,택배",17,0,0
3672278,2749291,320.0,0,0,1,노트북/PC,"직거래,택배",8,0,0
3672394,수원장안구점,569.0,50,3125,196,모바일/태블릿,"직거래,택배",1330,0,2
3672520,임유나a,498.0,2,0,1,노트북/PC,"직거래,택배",13,0,0
3672715,baekbaek,595.0,0,1,5,패션잡화,택배,125,0,0
3672763,st요한,208.0,0,0,1,가전제품,직거래,37,0,0
3672990,Edki,567.0,4,0,1,노트북/PC,"직거래,택배",9,0,0
3673127,에이쁄,475.0,2,0,2,패션잡화,택배,94,0,3
3673397,안녀엉e,395.0,0,0,1,패션의류,택배,28,0,0
3673671,대박이111111,244.0,0,1,1,패션잡화,"직거래,택배",7,0,0
3673689,DIACE,238.0,0,0,1,패션잡화,택배,8,0,0
3674829,통통아빠11,718.0,1,0,2,노트북/PC,"직거래,택배",90,3,0
3674887,오키도키8080,519.0,1,0,1,노트북/PC,"직거래,택배",17,0,0
3675208,oioi003,454.0,3,3,3,"패션잡화, 패션의류",택배,50,0,0
3675303,밥잘사주는부자언니,344.0,6,0,1,패션잡화,"직거래,택배",138,1,6
3675980,MSID,258.0,0,0,1,가전제품,직거래,35,0,0
3675993,aris7113,429.0,0,0,1,가전제품,"직거래,택배",20,0,0
3676099,또랑샵,288.0,0,1,2,"노트북/PC, 가전제품","직거래,택배",279,0,2
3676556,yjbm0517,225.0,0,0,2,패션의류,택배,4,0,0
3676610,YEMINI65,507.0,1,0,1,패션잡화,"직거래,택배",5,0,0
3676854,안전거래하하,589.0,0,0,2,"모바일/태블릿, 가전제품","직거래,택배, 직거래,택배,편의점픽업",165,1,4
3677182,A9B7,343.0,0,0,1,패션잡화,"직거래,택배",11,0,0
3677564,heshsshshs,597.0,0,0,3,가전제품,"직거래,택배",142,3,4
3677718,피터팬신드롬,480.0,3,0,2,가전제품,"직거래,택배,편의점픽업",25,1,1
3678151,esol9704,265.0,0,0,6,"패션잡화, 패션의류","직거래,택배",93,1,0
3678154,부산배틀그라운드,505.0,0,9,53,노트북/PC,"택배, 직거래,택배,편의점픽업",3884,4,11
3678444,왕입니다1,399.0,0,0,1,노트북/PC,"직거래,택배",59,0,1
3678578,173017,738.0,8,5,1,가전제품,직거래,104,1,0
3678896,RED94,648.0,0,0,1,노트북/PC,"직거래,택배",70,0,0
3678987,gfunk104,541.0,7,14,1,모바일/태블릿,"직거래,택배",33,0,0
3679116,고구마가자사랑,582.0,2,0,6,노트북/PC,"직거래,택배",224,0,4
3679210,sdfyiii,676.0,2,3,6,"노트북/PC, 모바일/태블릿","직거래,택배",349,1,7
3679476,중고나라#3679476,689.0,0,1,1,모바일/태블릿,"직거래,택배",122,2,2
3679649,국산토종멸치,550.0,0,1,1,모바일/태블릿,"직거래,택배",17,0,0
3680050,옥수수28,682.0,0,0,1,패션잡화,"직거래,택배,편의점픽업",34,0,0
3680325,파붕이엄마,356.0,0,0,1,노트북/PC,택배,9,0,0
3680571,따뜻한맘33,355.0,1,0,1,패션잡화,"직거래,택배",29,0,1
3680932,루다77,465.0,1,0,9,"가전제품, 패션잡화","직거래,택배, 직거래",312,2,4
3680946,꼬랑진,257.0,0,0,1,가전제품,"직거래,택배",4,0,0
3681009,eun1082,331.0,0,0,3,패션의류,"직거래,택배",30,0,0
